x,y,insect.M.distribution70t1.1_PA2_RUN1 logistic values
-54.1515,36.6608,0.608687
-54.1515,36.6608,0.608687
-168.9006,-56.5336,0.51113576
-131.5,78.9,0.04325525
-120.7,75.1,0.0019570014
-130.5,72.5,3.033863E-4
66.9,64.3,0.8281443
4.5,64.1,0.0033615232
39.1,59.9,0.61757594
19.7,58.7,0.07067867
-12.1,57.9,1.4203157E-5
16.9,56.1,0.19188553
41.1,53.5,0.1731514
13.7,51.9,0.14868051
-37.7,51.7,0.0018942854
25.7,50.7,0.21113038
30.7,50.5,0.16285816
44.7,50.1,0.18295866
80.5,48.9,3.012557E-7
-39.3,43.5,0.14142391
14.7,42.9,0.15519252
27.9,42.5,0.15877715
82.1,42.1,2.9047227E-9
71.7,41.9,3.04982E-5
64.7,39.9,0.010021186
55.9,37.1,0.17775556
5.10000000000002,36.1,0.022880819
-5.69999999999999,35.5,0.07147167
72.7,33.9,0.0020054884
12.3,33.7,0.52796704
50.1,32.3,0.40565792
73.3,32.3,0.020786636
72.1,31.9,0.03833796
11.1,31.5,0.64024276
109.9,30.3,0.05031775
14.7,26.7,0.62829965
78.5,22.9,7.5566483E-4
78.1,22.1,0.003312832
-0.5,21.3,0.10188236
21.7,14.5,0.39439726
98.5,12.7,0.013970644
30.7,5.89999999999999,0.041783642
-19.7,4.3,0.54065263
-12.3,1.5,0.011082589
-2.29999999999998,1.3,0.041390475
21.1,0.699999999999989,0.040296417
-6.09999999999999,0.0999999999999943,0.08771042
14.7,0.0999999999999943,0.05542255
-45.5,-0.900000000000006,0.046012584
108.5,-1.10000000000001,7.026657E-4
-12.9,-1.5,0.23224442
21.5,-1.7,0.066119455
37.7,-2.7,0.05043219
13.5,-4.5,0.011748906
50.3,-4.7,0.6081754
-33.9,-5.10000000000001,0.0066237003
-54.5,-5.90000000000001,0.24319763
-45.5,-7.10000000000001,0.0737415
-43.5,-7.30000000000001,0.07536738
-61.3,-7.7,9.406173E-4
5.10000000000002,-10.7,0.0117985355
63.7,-12.9,0.6449035
-25.1,-13.5,0.0018405851
-38.9,-14.1,0.025841746
15.7,-15.1,0.1007408
30.3,-17.5,0.22317937
-49.7,-19.7,0.042114295
-54.3,-19.9,1.13560716E-7
10.9,-20.9,3.516875E-4
-37.5,-22.3,2.8776046E-4
21.5,-23.5,0.0030972143
29.9,-24.9,0.30684805
22.7,-25.1,3.771508E-5
23.3,-27.1,7.4505736E-4
17.3,-27.7,3.3453517E-4
0.700000000000017,-30.1,0.0014998589
13.1,-32.7,0.26142204
9.30000000000001,-33.9,0.019332787
20.9,-36.3,0.12295408
6.90000000000001,-39.1,0.0052534025
140.7,-51.3,0.23873685
104.3,-53.3,0.0066425456
130.9,-53.7,0.059979677
109.3,-54.7,0.0017681002
138.9,-54.9,0.19053246
127.5,-55.1,0.0068922048
110.3,-55.5,0.0016630401
143.7,-59.3,0.31951207
144.5,-67.9,0.7599193
134.3,-71.9,0.018680012
114.9,-72.1,0.6260111
87.1,-73.1,0.037715275
116.5,-74.1,0.6002753
6.90000000000001,-74.5,7.350038E-7
107.7,-74.7,0.54231477
113.9,-75.3,0.5947052
110.7,-77.3,0.4474346
145.5,-78.1,0.59281045
85.1,-78.5,0.0011610116
91.5,-78.7,4.6314875E-4
92.5,-78.9,5.924811E-4
89.5,-79.9,3.6947837E-4
42.3,-80.3,0.043681696
