x,y,insect.M.distribution70t1.2_PA2_RUN2 logistic values
-54.1515,36.6608,0.5653693
-54.1515,36.6608,0.5653693
-168.9006,-56.5336,0.49999997
-131.5,78.9,0.05499863
-120.7,75.1,0.0024122964
-130.5,72.5,3.7554745E-4
66.9,64.3,0.3597446
4.5,64.1,4.4985168E-4
39.1,59.9,0.54084396
19.7,58.7,0.038387105
-12.1,57.9,9.522995E-6
16.9,56.1,0.16031215
41.1,53.5,0.13927527
13.7,51.9,0.1495729
-37.7,51.7,0.0018671316
25.7,50.7,0.2067766
30.7,50.5,0.15597245
44.7,50.1,0.16904569
80.5,48.9,1.4175038E-7
-39.3,43.5,0.08287112
14.7,42.9,0.15570678
27.9,42.5,0.1654762
82.1,42.1,1.1879588E-7
71.7,41.9,2.6106321E-5
64.7,39.9,0.010107174
55.9,37.1,0.1790707
5.10000000000002,36.1,0.021342423
-5.69999999999999,35.5,0.0629371
72.7,33.9,0.001832064
12.3,33.7,0.54025584
50.1,32.3,0.40603998
73.3,32.3,0.019184243
72.1,31.9,0.03558065
11.1,31.5,0.6511191
109.9,30.3,0.04844818
14.7,26.7,0.65572023
78.5,22.9,8.3281804E-4
78.1,22.1,0.0037595006
-0.5,21.3,0.09391782
21.7,14.5,0.40627855
98.5,12.7,0.01662262
30.7,5.89999999999999,0.05114923
-19.7,4.3,0.5793788
-12.3,1.5,0.014224492
-2.29999999999998,1.3,0.05327608
21.1,0.699999999999989,0.05198673
-6.09999999999999,0.0999999999999943,0.11186127
14.7,0.0999999999999943,0.07130593
-45.5,-0.900000000000006,0.059299007
108.5,-1.10000000000001,8.9293317E-4
-12.9,-1.5,0.2854486
21.5,-1.7,0.08493985
37.7,-2.7,0.06498394
13.5,-4.5,0.014247653
50.3,-4.7,0.6584426
-33.9,-5.10000000000001,0.007424974
-54.5,-5.90000000000001,0.26563615
-45.5,-7.10000000000001,0.086037576
-43.5,-7.30000000000001,0.08769129
-61.3,-7.7,9.750276E-4
5.10000000000002,-10.7,0.0125305625
63.7,-12.9,0.65139836
-25.1,-13.5,0.001864907
-38.9,-14.1,0.026626522
15.7,-15.1,0.101844005
30.3,-17.5,0.23039794
-49.7,-19.7,0.048686292
-54.3,-19.9,1.1879588E-7
10.9,-20.9,3.912363E-4
-37.5,-22.3,3.181904E-4
21.5,-23.5,0.0035692689
29.9,-24.9,0.33448622
22.7,-25.1,4.0598396E-5
23.3,-27.1,7.920431E-4
17.3,-27.7,3.3798252E-4
0.700000000000017,-30.1,5.797336E-4
13.1,-32.7,0.16081265
9.30000000000001,-33.9,0.0070806877
20.9,-36.3,0.071057834
6.90000000000001,-39.1,0.004180869
140.7,-51.3,0.28363818
104.3,-53.3,0.0029444469
130.9,-53.7,0.061893012
109.3,-54.7,9.204664E-4
138.9,-54.9,0.22867918
127.5,-55.1,0.0070172762
110.3,-55.5,8.6536224E-4
143.7,-59.3,0.3517554
144.5,-67.9,0.6583697
134.3,-71.9,0.023140267
114.9,-72.1,0.66109294
87.1,-73.1,0.047001075
116.5,-74.1,0.66109294
6.90000000000001,-74.5,8.2675734E-7
107.7,-74.7,0.4231029
113.9,-75.3,0.6602244
110.7,-77.3,0.5127049
145.5,-78.1,0.6601552
85.1,-78.5,0.001469054
91.5,-78.7,5.6800223E-4
92.5,-78.9,7.416603E-4
89.5,-79.9,4.6129586E-4
42.3,-80.3,0.052180976
