x,y,Clamping
9.9701,40.4731,0.0
123.8358,-60.614,0.0
102.1091,51.5068,0.011029799
94.4457,45.9801,0.10174805
178.5,86.3,0.0
-127.3,85.7,0.0
-130.7,84.9,0.0
-139.1,84.7,0.0
-81.1,82.3,0.0
155.1,77.5,0.0
135.1,76.9,0.0
148.5,75.5,0.0
-29.3,62.3,0.0
47.7,60.7,0.0
79.7,59.9,0.0
63.1,59.7,0.0
74.7,59.3,0.0
26.3,58.3,0.0
47.5,53.3,0.0
72.7,52.7,0.0
-4.69999999999999,52.3,0.0
36.7,49.9,0.0
28.1,46.7,0.0
-16.7,45.3,0.0
80.7,45.3,0.0
87.5,44.3,0.0
-23.3,43.7,0.0
-8.09999999999999,43.5,0.0
28.9,40.5,0.0
22.7,39.9,0.0
-10.1,39.7,0.0
16.9,38.1,0.0
93.7,38.1,0.0
-34.3,36.5,0.0
52.1,35.9,0.0
-36.3,35.3,0.0
85.5,35.3,0.0
36.1,33.9,0.0
89.3,32.7,0.0
71.9,32.5,0.0
71.9,22.3,0.0
-8.69999999999999,21.7,0.0
96.7,20.5,0.0
9.5,19.1,2.1963728E-4
-10.3,15.3,0.0
-2.29999999999998,11.1,0.0
-4.29999999999998,8.5,0.0
35.1,6.69999999999999,0.0
-22.9,4.09999999999999,0.0
15.7,2.3,0.0
-2.5,2.09999999999999,0.0
5.10000000000002,1.69999999999999,0.0
-8.69999999999999,1.5,0.0
26.9,1.09999999999999,0.0
-38.9,0.299999999999997,0.0
-11.5,-0.300000000000011,0.0
23.3,-2.10000000000001,0.0
14.5,-2.5,0.0
-21.5,-6.10000000000001,0.0
-17.3,-6.5,0.0
-41.7,-7.30000000000001,0.0
-26.7,-8.30000000000001,0.0
32.7,-10.3,0.0
8.30000000000001,-10.5,0.0
-27.9,-18.7,0.0
27.1,-23.1,0.0
-0.899999999999977,-28.9,0.0
-34.3,-34.3,8.287093E-11
3.5,-42.3,0.0
26.3,-42.3,0.0
-7.09999999999999,-44.1,0.0
1.90000000000001,-44.1,0.0
19.3,-45.3,0.0
-1.69999999999999,-47.3,0.0
121.7,-47.3,0.0
56.9,-47.9,0.0
-33.7,-49.3,0.0
-24.3,-51.7,0.0
-23.9,-51.9,0.0
92.5,-60.3,0.0
122.3,-60.9,0.0
110.3,-61.9,0.0
40.1,-62.1,0.0
33.5,-63.1,0.0
88.9,-63.3,0.0
98.1,-63.5,0.0
129.3,-63.9,0.0
63.5,-64.5,0.0
98.3,-66.3,0.0
8.90000000000001,-67.3,0.0
82.3,-68.1,0.0
107.9,-68.7,0.0
13.3,-71.3,6.18957E-10
-7.09999999999999,-71.5,0.0
62.1,-72.5,0.0
29.7,-74.9,0.0
33.5,-75.1,0.0
94.7,-76.1,0.0
11.3,-77.1,0.0
-15.9,-77.7,0.0
114.9,-77.7,0.0
23.1,-79.5,0.0
12.9,-83.7,0.0
-2.69999999999999,-84.3,0.0
